year_fall,term_fall,crn_fall,professor,course,gpa_fall,n_students_fall,instruction_method_fall,As_fall,Bs_fall,Cs_fall,Ds_fall,Fs_fall,withdrawal_while_failing_fall,As_through_WFs_fall,DWFs_fall,other_fall,A_plus_fall,A_regular_fall,A_minus_fall,B_plus_fall,B_regular_fall,B_minus_fall,C_plus_fall,C_regular_fall,C_minus_fall,D_regular_fall,F_regular_fall,year_spring,term_spring,crn_spring,gpa_spring,n_students_spring,instruction_method_spring,As_spring,Bs_spring,Cs_spring,Ds_spring,Fs_spring,withdrawal_while_failing_spring,As_through_WFs_spring,DWFs_spring,other_spring,A_plus_spring,A_regular_spring,A_minus_spring,B_plus_spring,B_regular_spring,B_minus_spring,C_plus_spring,C_regular_spring,C_minus_spring,D_regular_spring,F_regular_spring,diff
2019,Spring,14013,"Schober-Peterson, Debra",CSD 7910.00,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,2020,Spring,13878,3.83,6,T,5,1,0,0,0,0,6,0,0,0,5,0,0,1,0,0,0,0,0,0,0.16000000000000014
2019,Spring,14013,"Schober-Peterson, Debra",CSD 7910.00,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,2020,Spring,16276,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,0
2019,Spring,14013,"Schober-Peterson, Debra",CSD 7910.00,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,2020,Spring,16277,3.86,7,T,6,1,0,0,0,0,7,0,0,0,6,0,0,1,0,0,0,0,0,0,0.18999999999999995
2019,Spring,14013,"Schober-Peterson, Debra",CSD 7910.00,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,2020,Spring,22106,3.83,6,T,5,1,0,0,0,0,6,0,0,0,5,0,0,1,0,0,0,0,0,0,0.16000000000000014
2019,Spring,14013,"Schober-Peterson, Debra",CSD 7910.00,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,2020,Spring,22108,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,0
2019,Spring,14013,"Schober-Peterson, Debra",CSD 7910.00,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,2020,Spring,22109,3.83,6,T,5,1,0,0,0,0,6,0,0,0,5,0,0,1,0,0,0,0,0,0,0.16000000000000014
2019,Spring,14013,"Schober-Peterson, Debra",CSD 7910.00,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,2020,Spring,22110,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,0
2019,Spring,14013,"Schober-Peterson, Debra",CSD 7910.00,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,2020,Spring,22111,3.83,6,T,5,1,0,0,0,0,6,0,0,0,5,0,0,1,0,0,0,0,0,0,0.16000000000000014
2019,Spring,14013,"Schober-Peterson, Debra",CSD 7910.00,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,2020,Spring,22112,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,0
2019,Spring,14013,"Schober-Peterson, Debra",CSD 7910.00,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,2020,Spring,22113,3.83,6,T,5,1,0,0,0,0,6,0,0,0,5,0,0,1,0,0,0,0,0,0,0.16000000000000014
2019,Spring,14014,"Schober-Peterson, Debra",CSD 7910.00,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,2020,Spring,13793,3.76,45,T,34,11,0,0,0,0,45,0,0,0,34,0,0,11,0,0,0,0,0,0,0.08999999999999986
2019,Spring,14014,"Schober-Peterson, Debra",CSD 7910.00,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,2020,Spring,13794,3.83,6,T,5,1,0,0,0,0,6,0,0,0,5,0,0,1,0,0,0,0,0,0,0.16000000000000014
2019,Spring,14014,"Schober-Peterson, Debra",CSD 7910.00,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,2020,Spring,13797,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,0
2019,Spring,14014,"Schober-Peterson, Debra",CSD 7910.00,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,2020,Spring,13799,3.83,6,T,5,1,0,0,0,0,6,0,0,0,5,0,0,1,0,0,0,0,0,0,0.16000000000000014
2019,Spring,14014,"Schober-Peterson, Debra",CSD 7910.00,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,2020,Spring,13800,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,0
2019,Spring,14014,"Schober-Peterson, Debra",CSD 7910.00,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,2020,Spring,13801,3.83,6,T,5,1,0,0,0,0,6,0,0,0,5,0,0,1,0,0,0,0,0,0,0.16000000000000014
2019,Spring,14014,"Schober-Peterson, Debra",CSD 7910.00,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,2020,Spring,13802,3.83,6,T,5,1,0,0,0,0,6,0,0,0,5,0,0,1,0,0,0,0,0,0,0.16000000000000014
2019,Spring,14014,"Schober-Peterson, Debra",CSD 7910.00,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,2020,Spring,13876,3.83,6,T,5,1,0,0,0,0,6,0,0,0,5,0,0,1,0,0,0,0,0,0,0.16000000000000014
2019,Spring,14014,"Schober-Peterson, Debra",CSD 7910.00,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,2020,Spring,13877,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,0
2019,Spring,14014,"Schober-Peterson, Debra",CSD 7910.00,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,2020,Spring,13878,3.83,6,T,5,1,0,0,0,0,6,0,0,0,5,0,0,1,0,0,0,0,0,0,0.16000000000000014
2019,Spring,14014,"Schober-Peterson, Debra",CSD 7910.00,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,2020,Spring,16276,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,0
2019,Spring,14014,"Schober-Peterson, Debra",CSD 7910.00,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,2020,Spring,16277,3.86,7,T,6,1,0,0,0,0,7,0,0,0,6,0,0,1,0,0,0,0,0,0,0.18999999999999995
2019,Spring,14014,"Schober-Peterson, Debra",CSD 7910.00,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,2020,Spring,22106,3.83,6,T,5,1,0,0,0,0,6,0,0,0,5,0,0,1,0,0,0,0,0,0,0.16000000000000014
2019,Spring,14014,"Schober-Peterson, Debra",CSD 7910.00,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,2020,Spring,22108,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,0
2019,Spring,14014,"Schober-Peterson, Debra",CSD 7910.00,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,2020,Spring,22109,3.83,6,T,5,1,0,0,0,0,6,0,0,0,5,0,0,1,0,0,0,0,0,0,0.16000000000000014
2019,Spring,14014,"Schober-Peterson, Debra",CSD 7910.00,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,2020,Spring,22110,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,0
2019,Spring,14014,"Schober-Peterson, Debra",CSD 7910.00,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,2020,Spring,22111,3.83,6,T,5,1,0,0,0,0,6,0,0,0,5,0,0,1,0,0,0,0,0,0,0.16000000000000014
2019,Spring,14014,"Schober-Peterson, Debra",CSD 7910.00,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,2020,Spring,22112,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,0
2019,Spring,14014,"Schober-Peterson, Debra",CSD 7910.00,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,2020,Spring,22113,3.83,6,T,5,1,0,0,0,0,6,0,0,0,5,0,0,1,0,0,0,0,0,0,0.16000000000000014
2019,Spring,14015,"Schober-Peterson, Debra",CSD 7951.00,4,11,T,11,0,0,0,0,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,2020,Spring,13803,3.2,10,T,2,8,0,0,0,0,10,0,0,0,2,0,0,8,0,0,0,0,0,0,-0.7999999999999998
2019,Spring,14015,"Schober-Peterson, Debra",CSD 7951.00,4,11,T,11,0,0,0,0,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,2020,Spring,13804,3.82,11,T,9,2,0,0,0,0,11,0,0,0,9,0,0,2,0,0,0,0,0,0,-0.18000000000000016
2019,Spring,14015,"Schober-Peterson, Debra",CSD 7951.00,4,11,T,11,0,0,0,0,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,2020,Spring,16279,3.82,11,T,9,2,0,0,0,0,11,0,0,0,9,0,0,2,0,0,0,0,0,0,-0.18000000000000016
2019,Spring,14015,"Schober-Peterson, Debra",CSD 7951.00,4,11,T,11,0,0,0,0,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,2020,Spring,22294,3.2,10,T,2,8,0,0,0,0,10,0,0,0,2,0,0,8,0,0,0,0,0,0,-0.7999999999999998
2019,Spring,14016,"Schober-Peterson, Debra",CSD 7951.00,3.91,11,T,10,1,0,0,0,0,11,0,0,0,10,0,0,1,0,0,0,0,0,0,2020,Spring,13803,3.2,10,T,2,8,0,0,0,0,10,0,0,0,2,0,0,8,0,0,0,0,0,0,-0.71
2019,Spring,14016,"Schober-Peterson, Debra",CSD 7951.00,3.91,11,T,10,1,0,0,0,0,11,0,0,0,10,0,0,1,0,0,0,0,0,0,2020,Spring,13804,3.82,11,T,9,2,0,0,0,0,11,0,0,0,9,0,0,2,0,0,0,0,0,0,-0.0900000000000003
2019,Spring,14016,"Schober-Peterson, Debra",CSD 7951.00,3.91,11,T,10,1,0,0,0,0,11,0,0,0,10,0,0,1,0,0,0,0,0,0,2020,Spring,16279,3.82,11,T,9,2,0,0,0,0,11,0,0,0,9,0,0,2,0,0,0,0,0,0,-0.0900000000000003
2019,Spring,14016,"Schober-Peterson, Debra",CSD 7951.00,3.91,11,T,10,1,0,0,0,0,11,0,0,0,10,0,0,1,0,0,0,0,0,0,2020,Spring,22294,3.2,10,T,2,8,0,0,0,0,10,0,0,0,2,0,0,8,0,0,0,0,0,0,-0.71
2019,Spring,14023,"Schober-Peterson, Debra",CSD 7520.00,3.57,14,T,8,6,0,0,0,0,14,0,0,0,8,0,0,6,0,0,0,0,0,0,2020,Spring,13808,4,38,T,38,0,0,0,0,0,38,0,0,0,38,0,0,0,0,0,0,0,0,0,0.43000000000000016
2019,Spring,14024,"Dortch, Cedrick",EPY 2050,3.3,30,E,15,9,1,0,2,0,27,16.7,0,0,15,0,0,9,0,0,1,0,0,2,2020,Spring,13809,3.67,31,E,25,2,2,0,1,0,30,6.5,0,0,25,0,0,2,0,0,2,0,0,1,0.3700000000000001
2019,Spring,14025,"Kruger, Ann",EPY 8010,4,9,T,9,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,2020,Spring,13810,4,6,T,6,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0
2019,Spring,14027,"Glebova, Olga",CSC 2510,2.9,22,T,7,10,3,0,1,0,21,9.1,0,1,2,4,0,3,7,1,2,0,0,1,2020,Spring,13027,3.42,22,T,12,3,3,1,0,0,19,18.2,0,3,5,4,1,2,0,3,0,0,1,0,0.52
2019,Spring,14027,"Glebova, Olga",CSC 2510,2.9,22,T,7,10,3,0,1,0,21,9.1,0,1,2,4,0,3,7,1,2,0,0,1,2020,Spring,13065,3.05,22,T,9,6,2,1,1,0,19,22.7,0,0,2,7,2,4,0,1,1,0,1,1,0.1499999999999999
2019,Spring,14027,"Glebova, Olga",CSC 2510,2.9,22,T,7,10,3,0,1,0,21,9.1,0,1,2,4,0,3,7,1,2,0,0,1,2020,Spring,13725,3.52,24,T,11,9,1,0,0,0,21,12.5,0,4,4,3,5,1,3,0,1,0,0,0,0.6200000000000001
2019,Spring,14027,"Glebova, Olga",CSC 2510,2.9,22,T,7,10,3,0,1,0,21,9.1,0,1,2,4,0,3,7,1,2,0,0,1,2020,Spring,13812,3,24,T,8,9,4,2,0,0,23,12.5,0,1,3,4,4,2,3,3,1,0,2,0,0.10000000000000009
2019,Spring,14038,"Siegler, Jennifer",AH 1750,2.34,95,T,17,23,24,11,8,0,83,29.5,3,3,6,8,9,7,7,5,9,10,11,8,2020,Spring,13822,2.65,97,T,19,34,18,4,8,0,83,22.7,4,1,11,7,17,9,8,7,7,4,4,8,0.31000000000000005
2019,Spring,14038,"Siegler, Jennifer",AH 1750,2.34,95,T,17,23,24,11,8,0,83,29.5,3,3,6,8,9,7,7,5,9,10,11,8,2020,Spring,20406,3.02,94,T,32,34,10,3,4,0,83,17,2,8,12,12,6,19,9,5,1,4,3,4,0.6800000000000002
2019,Spring,14041,"Rumiano, Elena",SOCI 3010,1.83,31,T,3,5,10,7,5,0,30,41.9,0,0,2,1,2,2,1,2,8,0,7,5,2020,Spring,13825,2.07,30,T,5,3,12,4,3,0,27,33.3,0,1,2,2,0,1,2,3,7,2,4,3,0.23999999999999977
2019,Spring,14042,"Holland, William",SOCI 3030,2.97,39,T,13,12,10,1,1,0,37,7.7,1,2,3,8,6,5,1,5,5,0,1,1,2020,Spring,13826,3,40,T,6,24,8,0,0,0,38,5,0,3,0,3,5,16,3,6,2,0,0,0,0.029999999999999805
2019,Spring,14050,"Morgan, Jennifer",GERO 8850,4.14,14,T,14,0,0,0,0,0,14,0,0,9,4,1,0,0,0,0,0,0,0,0,2020,Spring,13828,4,9,T,8,1,0,0,0,0,9,0,0,4,3,1,0,1,0,0,0,0,0,0,-0.13999999999999968
2019,Spring,14051,"Tusher, Chantal",PSYC 3510,2.66,75,T,18,23,24,3,5,0,73,13.3,0,2,12,4,8,10,5,11,9,4,3,5,2020,Spring,13829,2.8,75,T,17,36,9,5,3,0,70,17.3,0,2,9,6,7,16,13,3,4,2,5,3,0.13999999999999968
2019,Spring,14052,"Seitz, Scot",PSYC 3570,3.6,30,T,21,6,3,0,0,0,30,0,0,5,9,7,3,2,1,2,0,1,0,0,2020,Spring,13830,3.9,30,T,25,4,0,0,0,0,29,0,1,9,10,6,2,1,1,0,0,0,0,0,0.2999999999999998
2019,Spring,14054,"Donaldson, Samuel",LAW 5050,3.1,52,T,14,31,7,0,0,0,52,0,0,1,8,5,8,13,10,2,2,3,0,0,2020,Spring,17270,3.86,64,T,62,2,0,0,0,0,64,0,0,5,26,31,1,1,0,0,0,0,0,0,0.7599999999999998
2019,Spring,14056,"Marshall, John",LAW 5050,3.09,53,T,13,32,8,0,0,0,53,0,0,0,8,5,8,15,9,7,1,0,0,0,2020,Spring,13833,3.77,77,T,65,12,0,0,0,0,77,0,0,5,28,32,6,6,0,0,0,0,0,0,0.6800000000000002
2019,Spring,14057,"Timmons, Kelly",LAW 7116,3.19,28,T,10,11,6,0,0,0,27,0,1,3,4,3,3,5,3,3,3,0,0,0,2020,Spring,13834,3.86,29,T,25,4,0,0,0,0,29,0,0,4,15,6,3,1,0,0,0,0,0,0,0.6699999999999999
2019,Spring,14060,"Capers, Kaisheka",PMAP 8010,3.59,33,T,24,7,0,0,1,0,32,6.1,0,4,7,13,3,3,1,0,0,0,0,1,2020,Spring,13836,3.76,26,T,21,3,0,0,1,0,25,3.9,1,9,8,4,0,2,1,0,0,0,0,1,0.16999999999999993
2019,Spring,14062,"Scott, Lionel",SW 7300,3.75,21,P,13,7,0,0,0,0,20,4.8,0,5,6,2,2,5,0,0,0,0,0,0,2020,Spring,13838,3.61,31,P,22,7,0,1,1,0,31,6.5,0,3,18,1,4,3,0,0,0,0,1,1,-0.14000000000000012
2019,Spring,14063,"Palmiter, Margaret",SW 7600,4,24,P,22,1,0,0,0,0,23,4.2,0,5,14,3,0,1,0,0,0,0,0,0,2020,Spring,13839,3.81,32,P,30,0,0,0,2,0,32,6.3,0,9,19,2,0,0,0,0,0,0,0,2,-0.18999999999999995
2019,Spring,14065,"Perry, Colleen",ECON 3005,2.91,11,T,5,2,3,0,1,0,11,9.1,0,1,3,1,1,1,0,0,1,2,0,1,2020,Spring,13841,3.63,8,T,6,1,1,0,0,0,8,0,0,2,2,2,0,1,0,1,0,0,0,0,0.7199999999999998
2019,Spring,14066,"Perry, Colleen",CRJU 3005,2.85,13,T,8,2,0,0,3,0,13,23.1,0,2,2,4,1,0,1,0,0,0,0,3,2020,Spring,13842,3.42,13,T,6,4,2,0,0,0,12,0,1,4,0,2,1,2,1,1,1,0,0,0,0.5699999999999998
2019,Spring,14068,"White, Marta",BUSA 4980,2.61,45,T,3,24,17,0,0,0,44,2.2,0,0,1,2,4,10,10,5,5,7,0,0,2020,Spring,10132,3.47,30,T,15,11,4,0,0,0,30,0,0,10,3,2,4,4,3,2,1,1,0,0,0.8600000000000003
2019,Spring,14068,"White, Marta",BUSA 4980,2.61,45,T,3,24,17,0,0,0,44,2.2,0,0,1,2,4,10,10,5,5,7,0,0,2020,Spring,13883,3.02,45,T,15,17,12,0,0,0,44,2.2,0,3,5,7,8,8,1,0,3,9,0,0,0.41000000000000014
2019,Spring,14069,"Jeong, Seunghwan",BUSA 4980,3.28,46,T,20,15,11,0,0,0,46,0,0,8,9,3,7,6,2,3,8,0,0,0,2020,Spring,12274,3.16,45,T,18,17,10,0,0,0,45,0,0,1,10,7,4,9,4,5,4,1,0,0,-0.11999999999999966
2019,Spring,14069,"Jeong, Seunghwan",BUSA 4980,3.28,46,T,20,15,11,0,0,0,46,0,0,8,9,3,7,6,2,3,8,0,0,0,2020,Spring,12278,3.44,45,T,20,23,2,0,0,0,45,0,0,3,11,6,9,11,3,2,0,0,0,0,0.16000000000000014
2019,Spring,14069,"Jeong, Seunghwan",BUSA 4980,3.28,46,T,20,15,11,0,0,0,46,0,0,8,9,3,7,6,2,3,8,0,0,0,2020,Spring,22167,3.18,44,T,14,22,8,0,0,0,44,0,0,2,7,5,8,11,3,6,0,2,0,0,-0.09999999999999964
2019,Spring,14073,"Campagna, Chris",MK 3010,3.28,36,H,11,16,5,0,0,0,32,5.6,2,2,9,0,7,7,2,4,1,0,0,0,2020,Spring,13290,3.38,39,H,16,19,4,0,0,0,39,0,0,4,10,2,10,8,1,1,2,1,0,0,0.10000000000000009
2019,Spring,14073,"Campagna, Chris",MK 3010,3.28,36,H,11,16,5,0,0,0,32,5.6,2,2,9,0,7,7,2,4,1,0,0,0,2020,Spring,13848,3.37,39,H,14,20,4,0,0,0,38,0,1,2,10,2,11,8,1,2,2,0,0,0,0.0900000000000003
2019,Spring,14078,"Black, Michael",NEUR 3020,3.35,17,T,10,5,1,0,1,0,17,5.9,0,2,6,2,1,3,1,0,1,0,0,1,2020,Spring,13853,3.5,23,T,10,4,2,0,0,0,16,17.4,3,0,9,1,1,2,1,0,2,0,0,0,0.1499999999999999
2019,Spring,14078,"Black, Michael",NEUR 3020,3.35,17,T,10,5,1,0,1,0,17,5.9,0,2,6,2,1,3,1,0,1,0,0,1,2020,Spring,14120,3.35,24,T,10,10,3,0,0,0,23,4.2,0,3,6,1,2,6,2,1,2,0,0,0,0
2019,Spring,14078,"Black, Michael",NEUR 3020,3.35,17,T,10,5,1,0,1,0,17,5.9,0,2,6,2,1,3,1,0,1,0,0,1,2020,Spring,15419,3.42,14,T,6,5,1,0,0,0,12,7.1,1,0,4,2,2,3,0,0,1,0,0,0,0.06999999999999984
2019,Spring,14079,"Diamond, Beryl",HIST 2110,2.64,46,T,7,24,6,3,5,0,45,19.6,0,0,7,0,11,13,0,2,3,1,3,5,2020,Spring,10343,3.16,46,T,15,21,9,0,0,0,45,2.2,0,2,9,4,6,14,1,1,8,0,0,0,0.52
2019,Spring,14079,"Diamond, Beryl",HIST 2110,2.64,46,T,7,24,6,3,5,0,45,19.6,0,0,7,0,11,13,0,2,3,1,3,5,2020,Spring,10754,3.09,46,T,20,15,3,2,3,0,43,17.4,0,1,17,2,1,14,0,0,2,1,2,3,0.44999999999999973
2019,Spring,14082,"Baro, Deborah",BIOL 4800,2.58,18,T,3,3,5,0,1,0,12,38.9,0,0,2,1,2,1,0,2,1,2,0,1,2020,Spring,13857,3,14,T,4,3,0,2,0,0,9,42.9,1,1,2,1,1,2,0,0,0,0,2,0,0.41999999999999993
2019,Spring,14083,"Baro, Deborah",BIOL 6800,3.13,17,T,6,6,2,0,1,0,15,11.8,1,3,2,1,1,5,0,1,1,0,0,1,2020,Spring,13858,3.5,20,T,8,4,2,0,0,0,14,25,1,3,5,0,1,3,0,1,0,1,0,0,0.3700000000000001
2019,Spring,14084,"Annan, Francis",RMI 4005,2.9,32,T,7,17,4,1,1,0,30,9.4,1,1,4,2,4,6,7,2,1,1,1,1,2020,Spring,13859,3.2,28,T,13,6,3,3,0,0,25,17.9,1,3,8,2,3,1,2,2,0,1,3,0,0.30000000000000027
2019,Spring,14090,"Zimmerman, Ralph",RT 4096,4,33,F,32,0,0,0,0,0,32,0,1,0,32,0,0,0,0,0,0,0,0,0,2020,Spring,13865,4,40,F,39,0,0,0,0,0,39,0,1,0,39,0,0,0,0,0,0,0,0,0,0
2019,Spring,14101,"Schober-Peterson, Debra",CSD 7910.00,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,2020,Spring,13793,3.76,45,T,34,11,0,0,0,0,45,0,0,0,34,0,0,11,0,0,0,0,0,0,0.08999999999999986
2019,Spring,14101,"Schober-Peterson, Debra",CSD 7910.00,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,2020,Spring,13794,3.83,6,T,5,1,0,0,0,0,6,0,0,0,5,0,0,1,0,0,0,0,0,0,0.16000000000000014
2019,Spring,14101,"Schober-Peterson, Debra",CSD 7910.00,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,2020,Spring,13797,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,0
2019,Spring,14101,"Schober-Peterson, Debra",CSD 7910.00,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,2020,Spring,13799,3.83,6,T,5,1,0,0,0,0,6,0,0,0,5,0,0,1,0,0,0,0,0,0,0.16000000000000014
2019,Spring,14101,"Schober-Peterson, Debra",CSD 7910.00,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,2020,Spring,13800,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,0
2019,Spring,14101,"Schober-Peterson, Debra",CSD 7910.00,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,2020,Spring,13801,3.83,6,T,5,1,0,0,0,0,6,0,0,0,5,0,0,1,0,0,0,0,0,0,0.16000000000000014
2019,Spring,14101,"Schober-Peterson, Debra",CSD 7910.00,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,2020,Spring,13802,3.83,6,T,5,1,0,0,0,0,6,0,0,0,5,0,0,1,0,0,0,0,0,0,0.16000000000000014
2019,Spring,14101,"Schober-Peterson, Debra",CSD 7910.00,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,2020,Spring,13876,3.83,6,T,5,1,0,0,0,0,6,0,0,0,5,0,0,1,0,0,0,0,0,0,0.16000000000000014
2019,Spring,14101,"Schober-Peterson, Debra",CSD 7910.00,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,2020,Spring,13877,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,0
2019,Spring,14101,"Schober-Peterson, Debra",CSD 7910.00,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,2020,Spring,13878,3.83,6,T,5,1,0,0,0,0,6,0,0,0,5,0,0,1,0,0,0,0,0,0,0.16000000000000014
2019,Spring,14101,"Schober-Peterson, Debra",CSD 7910.00,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,2020,Spring,16276,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,0
2019,Spring,14101,"Schober-Peterson, Debra",CSD 7910.00,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,2020,Spring,16277,3.86,7,T,6,1,0,0,0,0,7,0,0,0,6,0,0,1,0,0,0,0,0,0,0.18999999999999995
2019,Spring,14101,"Schober-Peterson, Debra",CSD 7910.00,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,2020,Spring,22106,3.83,6,T,5,1,0,0,0,0,6,0,0,0,5,0,0,1,0,0,0,0,0,0,0.16000000000000014
2019,Spring,14101,"Schober-Peterson, Debra",CSD 7910.00,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,2020,Spring,22108,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,0
2019,Spring,14101,"Schober-Peterson, Debra",CSD 7910.00,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,2020,Spring,22109,3.83,6,T,5,1,0,0,0,0,6,0,0,0,5,0,0,1,0,0,0,0,0,0,0.16000000000000014
2019,Spring,14101,"Schober-Peterson, Debra",CSD 7910.00,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,2020,Spring,22110,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,0
2019,Spring,14101,"Schober-Peterson, Debra",CSD 7910.00,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,2020,Spring,22111,3.83,6,T,5,1,0,0,0,0,6,0,0,0,5,0,0,1,0,0,0,0,0,0,0.16000000000000014
2019,Spring,14101,"Schober-Peterson, Debra",CSD 7910.00,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,2020,Spring,22112,3.67,6,T,4,2,0,0,0,0,6,0,0,0,4,0,0,2,0,0,0,0,0,0,0
