year_fall,term_fall,crn_fall,professor,course,gpa_fall,n_students_fall,instruction_method_fall,course_modality_fall,As_fall,Bs_fall,Cs_fall,Ds_fall,Fs_fall,withdrawal_while_failing_fall,As_through_WFs_fall,DWFs_fall,other_fall,A_plus_fall,A_regular_fall,A_minus_fall,B_plus_fall,B_regular_fall,B_minus_fall,C_plus_fall,C_regular_fall,C_minus_fall,D_regular_fall,F_regular_fall,term_year_fall,term_year_ordered_fall,course_prefix_fall,course_pnbr_fall,course_level_fall,year_spring,term_spring,crn_spring,gpa_spring,n_students_spring,instruction_method_spring,course_modality_spring,As_spring,Bs_spring,Cs_spring,Ds_spring,Fs_spring,withdrawal_while_failing_spring,As_through_WFs_spring,DWFs_spring,other_spring,A_plus_spring,A_regular_spring,A_minus_spring,B_plus_spring,B_regular_spring,B_minus_spring,C_plus_spring,C_regular_spring,C_minus_spring,D_regular_spring,F_regular_spring,term_year_spring,term_year_ordered_spring,course_prefix_spring,course_pnbr_spring,course_level_spring,diff,academic_year,course_modality,course_level
2019,Fall,84999,"Lurie, John",ASTR 1010 K,2.54,24,T,Face-to-Face,5,11,4,2,2,0,24,16.7,0,0,1,4,2,5,4,1,2,1,2,2,Fall 2019,5,ASTR  K,1010,Undergraduate,2020,Spring,16376,3.62,22,T,Face-to-Face,14,7,0,0,0,0,21,4.6,0,2,5,7,1,5,1,0,0,0,0,0,Spring 2020,6,ASTR  K,1010,Undergraduate,1.08,2019-2020,Face-to-Face,Undergraduate
2019,Fall,84999,"Lurie, John",ASTR 1010 K,2.54,24,T,Face-to-Face,5,11,4,2,2,0,24,16.7,0,0,1,4,2,5,4,1,2,1,2,2,Fall 2019,5,ASTR  K,1010,Undergraduate,2020,Spring,16377,3.57,22,T,Face-to-Face,12,8,1,0,0,0,21,4.6,0,5,4,3,1,7,0,0,1,0,0,0,Spring 2020,6,ASTR  K,1010,Undergraduate,1.0299999999999998,2019-2020,Face-to-Face,Undergraduate
2019,Fall,84999,"Lurie, John",ASTR 1010 K,2.54,24,T,Face-to-Face,5,11,4,2,2,0,24,16.7,0,0,1,4,2,5,4,1,2,1,2,2,Fall 2019,5,ASTR  K,1010,Undergraduate,2020,Spring,21879,3.65,23,T,Face-to-Face,14,9,0,0,0,0,23,0,0,6,5,3,3,4,2,0,0,0,0,0,Spring 2020,6,ASTR  K,1010,Undergraduate,1.1099999999999999,2019-2020,Face-to-Face,Undergraduate
2019,Fall,85000,"Lurie, John",ASTR 1010 K,3.33,24,T,Face-to-Face,13,6,5,0,0,0,24,0,0,3,9,1,1,1,4,1,4,0,0,0,Fall 2019,5,ASTR  K,1010,Undergraduate,2020,Spring,16330,3.32,23,T,Face-to-Face,14,4,2,1,1,0,22,13,0,4,7,3,0,3,1,1,1,0,1,1,Spring 2020,6,ASTR  K,1010,Undergraduate,-0.010000000000000231,2019-2020,Face-to-Face,Undergraduate
2019,Fall,85000,"Lurie, John",ASTR 1010 K,3.33,24,T,Face-to-Face,13,6,5,0,0,0,24,0,0,3,9,1,1,1,4,1,4,0,0,0,Fall 2019,5,ASTR  K,1010,Undergraduate,2020,Spring,16331,3.5,24,T,Face-to-Face,14,8,2,0,0,0,24,0,0,3,4,7,4,4,0,0,2,0,0,0,Spring 2020,6,ASTR  K,1010,Undergraduate,0.16999999999999993,2019-2020,Face-to-Face,Undergraduate
2019,Fall,85000,"Lurie, John",ASTR 1010 K,3.33,24,T,Face-to-Face,13,6,5,0,0,0,24,0,0,3,9,1,1,1,4,1,4,0,0,0,Fall 2019,5,ASTR  K,1010,Undergraduate,2020,Spring,16332,3.59,24,T,Face-to-Face,15,6,0,0,1,0,22,12.5,0,6,5,4,3,2,1,0,0,0,0,1,Spring 2020,6,ASTR  K,1010,Undergraduate,0.2599999999999998,2019-2020,Face-to-Face,Undergraduate
2019,Fall,85000,"Lurie, John",ASTR 1010 K,3.33,24,T,Face-to-Face,13,6,5,0,0,0,24,0,0,3,9,1,1,1,4,1,4,0,0,0,Fall 2019,5,ASTR  K,1010,Undergraduate,2020,Spring,16333,3.25,23,T,Face-to-Face,11,6,1,0,2,0,20,21.7,0,2,6,3,4,1,1,0,1,0,0,2,Spring 2020,6,ASTR  K,1010,Undergraduate,-0.08000000000000007,2019-2020,Face-to-Face,Undergraduate
2019,Fall,85000,"Lurie, John",ASTR 1010 K,3.33,24,T,Face-to-Face,13,6,5,0,0,0,24,0,0,3,9,1,1,1,4,1,4,0,0,0,Fall 2019,5,ASTR  K,1010,Undergraduate,2020,Spring,16334,3.26,22,T,Face-to-Face,10,7,1,0,1,0,19,18.2,0,0,7,3,2,3,2,0,1,0,0,1,Spring 2020,6,ASTR  K,1010,Undergraduate,-0.07000000000000028,2019-2020,Face-to-Face,Undergraduate
2019,Fall,85000,"Lurie, John",ASTR 1010 K,3.33,24,T,Face-to-Face,13,6,5,0,0,0,24,0,0,3,9,1,1,1,4,1,4,0,0,0,Fall 2019,5,ASTR  K,1010,Undergraduate,2020,Spring,16373,3.41,24,T,Face-to-Face,10,10,1,1,0,0,22,12.5,0,4,5,1,3,6,1,1,0,0,1,0,Spring 2020,6,ASTR  K,1010,Undergraduate,0.08000000000000007,2019-2020,Face-to-Face,Undergraduate
2019,Fall,85000,"Lurie, John",ASTR 1010 K,3.33,24,T,Face-to-Face,13,6,5,0,0,0,24,0,0,3,9,1,1,1,4,1,4,0,0,0,Fall 2019,5,ASTR  K,1010,Undergraduate,2020,Spring,16374,3.54,24,T,Face-to-Face,13,9,2,0,0,0,24,0,0,3,7,3,4,5,0,1,1,0,0,0,Spring 2020,6,ASTR  K,1010,Undergraduate,0.20999999999999996,2019-2020,Face-to-Face,Undergraduate
2019,Fall,85000,"Lurie, John",ASTR 1010 K,3.33,24,T,Face-to-Face,13,6,5,0,0,0,24,0,0,3,9,1,1,1,4,1,4,0,0,0,Fall 2019,5,ASTR  K,1010,Undergraduate,2020,Spring,16376,3.62,22,T,Face-to-Face,14,7,0,0,0,0,21,4.6,0,2,5,7,1,5,1,0,0,0,0,0,Spring 2020,6,ASTR  K,1010,Undergraduate,0.29000000000000004,2019-2020,Face-to-Face,Undergraduate
2019,Fall,85000,"Lurie, John",ASTR 1010 K,3.33,24,T,Face-to-Face,13,6,5,0,0,0,24,0,0,3,9,1,1,1,4,1,4,0,0,0,Fall 2019,5,ASTR  K,1010,Undergraduate,2020,Spring,16377,3.57,22,T,Face-to-Face,12,8,1,0,0,0,21,4.6,0,5,4,3,1,7,0,0,1,0,0,0,Spring 2020,6,ASTR  K,1010,Undergraduate,0.23999999999999977,2019-2020,Face-to-Face,Undergraduate
2019,Fall,85000,"Lurie, John",ASTR 1010 K,3.33,24,T,Face-to-Face,13,6,5,0,0,0,24,0,0,3,9,1,1,1,4,1,4,0,0,0,Fall 2019,5,ASTR  K,1010,Undergraduate,2020,Spring,21879,3.65,23,T,Face-to-Face,14,9,0,0,0,0,23,0,0,6,5,3,3,4,2,0,0,0,0,0,Spring 2020,6,ASTR  K,1010,Undergraduate,0.31999999999999984,2019-2020,Face-to-Face,Undergraduate
2019,Fall,85001,"Lurie, John",ASTR 1010 K,3.04,24,T,Face-to-Face,9,8,5,1,1,0,24,8.3,0,4,3,2,3,5,0,1,3,1,1,1,Fall 2019,5,ASTR  K,1010,Undergraduate,2020,Spring,16330,3.32,23,T,Face-to-Face,14,4,2,1,1,0,22,13,0,4,7,3,0,3,1,1,1,0,1,1,Spring 2020,6,ASTR  K,1010,Undergraduate,0.2799999999999998,2019-2020,Face-to-Face,Undergraduate
2019,Fall,85001,"Lurie, John",ASTR 1010 K,3.04,24,T,Face-to-Face,9,8,5,1,1,0,24,8.3,0,4,3,2,3,5,0,1,3,1,1,1,Fall 2019,5,ASTR  K,1010,Undergraduate,2020,Spring,16331,3.5,24,T,Face-to-Face,14,8,2,0,0,0,24,0,0,3,4,7,4,4,0,0,2,0,0,0,Spring 2020,6,ASTR  K,1010,Undergraduate,0.45999999999999996,2019-2020,Face-to-Face,Undergraduate
2019,Fall,85001,"Lurie, John",ASTR 1010 K,3.04,24,T,Face-to-Face,9,8,5,1,1,0,24,8.3,0,4,3,2,3,5,0,1,3,1,1,1,Fall 2019,5,ASTR  K,1010,Undergraduate,2020,Spring,16332,3.59,24,T,Face-to-Face,15,6,0,0,1,0,22,12.5,0,6,5,4,3,2,1,0,0,0,0,1,Spring 2020,6,ASTR  K,1010,Undergraduate,0.5499999999999998,2019-2020,Face-to-Face,Undergraduate
2019,Fall,85001,"Lurie, John",ASTR 1010 K,3.04,24,T,Face-to-Face,9,8,5,1,1,0,24,8.3,0,4,3,2,3,5,0,1,3,1,1,1,Fall 2019,5,ASTR  K,1010,Undergraduate,2020,Spring,16333,3.25,23,T,Face-to-Face,11,6,1,0,2,0,20,21.7,0,2,6,3,4,1,1,0,1,0,0,2,Spring 2020,6,ASTR  K,1010,Undergraduate,0.20999999999999996,2019-2020,Face-to-Face,Undergraduate
2019,Fall,85001,"Lurie, John",ASTR 1010 K,3.04,24,T,Face-to-Face,9,8,5,1,1,0,24,8.3,0,4,3,2,3,5,0,1,3,1,1,1,Fall 2019,5,ASTR  K,1010,Undergraduate,2020,Spring,16334,3.26,22,T,Face-to-Face,10,7,1,0,1,0,19,18.2,0,0,7,3,2,3,2,0,1,0,0,1,Spring 2020,6,ASTR  K,1010,Undergraduate,0.21999999999999975,2019-2020,Face-to-Face,Undergraduate
2019,Fall,85001,"Lurie, John",ASTR 1010 K,3.04,24,T,Face-to-Face,9,8,5,1,1,0,24,8.3,0,4,3,2,3,5,0,1,3,1,1,1,Fall 2019,5,ASTR  K,1010,Undergraduate,2020,Spring,16373,3.41,24,T,Face-to-Face,10,10,1,1,0,0,22,12.5,0,4,5,1,3,6,1,1,0,0,1,0,Spring 2020,6,ASTR  K,1010,Undergraduate,0.3700000000000001,2019-2020,Face-to-Face,Undergraduate
2019,Fall,85001,"Lurie, John",ASTR 1010 K,3.04,24,T,Face-to-Face,9,8,5,1,1,0,24,8.3,0,4,3,2,3,5,0,1,3,1,1,1,Fall 2019,5,ASTR  K,1010,Undergraduate,2020,Spring,16374,3.54,24,T,Face-to-Face,13,9,2,0,0,0,24,0,0,3,7,3,4,5,0,1,1,0,0,0,Spring 2020,6,ASTR  K,1010,Undergraduate,0.5,2019-2020,Face-to-Face,Undergraduate
2019,Fall,85001,"Lurie, John",ASTR 1010 K,3.04,24,T,Face-to-Face,9,8,5,1,1,0,24,8.3,0,4,3,2,3,5,0,1,3,1,1,1,Fall 2019,5,ASTR  K,1010,Undergraduate,2020,Spring,16376,3.62,22,T,Face-to-Face,14,7,0,0,0,0,21,4.6,0,2,5,7,1,5,1,0,0,0,0,0,Spring 2020,6,ASTR  K,1010,Undergraduate,0.5800000000000001,2019-2020,Face-to-Face,Undergraduate
2019,Fall,85001,"Lurie, John",ASTR 1010 K,3.04,24,T,Face-to-Face,9,8,5,1,1,0,24,8.3,0,4,3,2,3,5,0,1,3,1,1,1,Fall 2019,5,ASTR  K,1010,Undergraduate,2020,Spring,16377,3.57,22,T,Face-to-Face,12,8,1,0,0,0,21,4.6,0,5,4,3,1,7,0,0,1,0,0,0,Spring 2020,6,ASTR  K,1010,Undergraduate,0.5299999999999998,2019-2020,Face-to-Face,Undergraduate
2019,Fall,85001,"Lurie, John",ASTR 1010 K,3.04,24,T,Face-to-Face,9,8,5,1,1,0,24,8.3,0,4,3,2,3,5,0,1,3,1,1,1,Fall 2019,5,ASTR  K,1010,Undergraduate,2020,Spring,21879,3.65,23,T,Face-to-Face,14,9,0,0,0,0,23,0,0,6,5,3,3,4,2,0,0,0,0,0,Spring 2020,6,ASTR  K,1010,Undergraduate,0.6099999999999999,2019-2020,Face-to-Face,Undergraduate
2019,Fall,85002,"Lurie, John",ASTR 1010 K,3.13,24,T,Face-to-Face,9,9,4,1,0,0,23,8.3,0,3,4,2,2,2,5,2,1,1,1,0,Fall 2019,5,ASTR  K,1010,Undergraduate,2020,Spring,16330,3.32,23,T,Face-to-Face,14,4,2,1,1,0,22,13,0,4,7,3,0,3,1,1,1,0,1,1,Spring 2020,6,ASTR  K,1010,Undergraduate,0.18999999999999995,2019-2020,Face-to-Face,Undergraduate
2019,Fall,85002,"Lurie, John",ASTR 1010 K,3.13,24,T,Face-to-Face,9,9,4,1,0,0,23,8.3,0,3,4,2,2,2,5,2,1,1,1,0,Fall 2019,5,ASTR  K,1010,Undergraduate,2020,Spring,16331,3.5,24,T,Face-to-Face,14,8,2,0,0,0,24,0,0,3,4,7,4,4,0,0,2,0,0,0,Spring 2020,6,ASTR  K,1010,Undergraduate,0.3700000000000001,2019-2020,Face-to-Face,Undergraduate
2019,Fall,85002,"Lurie, John",ASTR 1010 K,3.13,24,T,Face-to-Face,9,9,4,1,0,0,23,8.3,0,3,4,2,2,2,5,2,1,1,1,0,Fall 2019,5,ASTR  K,1010,Undergraduate,2020,Spring,16332,3.59,24,T,Face-to-Face,15,6,0,0,1,0,22,12.5,0,6,5,4,3,2,1,0,0,0,0,1,Spring 2020,6,ASTR  K,1010,Undergraduate,0.45999999999999996,2019-2020,Face-to-Face,Undergraduate
2019,Fall,85002,"Lurie, John",ASTR 1010 K,3.13,24,T,Face-to-Face,9,9,4,1,0,0,23,8.3,0,3,4,2,2,2,5,2,1,1,1,0,Fall 2019,5,ASTR  K,1010,Undergraduate,2020,Spring,16333,3.25,23,T,Face-to-Face,11,6,1,0,2,0,20,21.7,0,2,6,3,4,1,1,0,1,0,0,2,Spring 2020,6,ASTR  K,1010,Undergraduate,0.1200000000000001,2019-2020,Face-to-Face,Undergraduate
2019,Fall,85002,"Lurie, John",ASTR 1010 K,3.13,24,T,Face-to-Face,9,9,4,1,0,0,23,8.3,0,3,4,2,2,2,5,2,1,1,1,0,Fall 2019,5,ASTR  K,1010,Undergraduate,2020,Spring,16334,3.26,22,T,Face-to-Face,10,7,1,0,1,0,19,18.2,0,0,7,3,2,3,2,0,1,0,0,1,Spring 2020,6,ASTR  K,1010,Undergraduate,0.1299999999999999,2019-2020,Face-to-Face,Undergraduate
2019,Fall,85002,"Lurie, John",ASTR 1010 K,3.13,24,T,Face-to-Face,9,9,4,1,0,0,23,8.3,0,3,4,2,2,2,5,2,1,1,1,0,Fall 2019,5,ASTR  K,1010,Undergraduate,2020,Spring,16373,3.41,24,T,Face-to-Face,10,10,1,1,0,0,22,12.5,0,4,5,1,3,6,1,1,0,0,1,0,Spring 2020,6,ASTR  K,1010,Undergraduate,0.28000000000000025,2019-2020,Face-to-Face,Undergraduate
2019,Fall,85002,"Lurie, John",ASTR 1010 K,3.13,24,T,Face-to-Face,9,9,4,1,0,0,23,8.3,0,3,4,2,2,2,5,2,1,1,1,0,Fall 2019,5,ASTR  K,1010,Undergraduate,2020,Spring,16374,3.54,24,T,Face-to-Face,13,9,2,0,0,0,24,0,0,3,7,3,4,5,0,1,1,0,0,0,Spring 2020,6,ASTR  K,1010,Undergraduate,0.41000000000000014,2019-2020,Face-to-Face,Undergraduate
2019,Fall,85002,"Lurie, John",ASTR 1010 K,3.13,24,T,Face-to-Face,9,9,4,1,0,0,23,8.3,0,3,4,2,2,2,5,2,1,1,1,0,Fall 2019,5,ASTR  K,1010,Undergraduate,2020,Spring,16376,3.62,22,T,Face-to-Face,14,7,0,0,0,0,21,4.6,0,2,5,7,1,5,1,0,0,0,0,0,Spring 2020,6,ASTR  K,1010,Undergraduate,0.4900000000000002,2019-2020,Face-to-Face,Undergraduate
2019,Fall,85002,"Lurie, John",ASTR 1010 K,3.13,24,T,Face-to-Face,9,9,4,1,0,0,23,8.3,0,3,4,2,2,2,5,2,1,1,1,0,Fall 2019,5,ASTR  K,1010,Undergraduate,2020,Spring,16377,3.57,22,T,Face-to-Face,12,8,1,0,0,0,21,4.6,0,5,4,3,1,7,0,0,1,0,0,0,Spring 2020,6,ASTR  K,1010,Undergraduate,0.43999999999999995,2019-2020,Face-to-Face,Undergraduate
2019,Fall,85002,"Lurie, John",ASTR 1010 K,3.13,24,T,Face-to-Face,9,9,4,1,0,0,23,8.3,0,3,4,2,2,2,5,2,1,1,1,0,Fall 2019,5,ASTR  K,1010,Undergraduate,2020,Spring,21879,3.65,23,T,Face-to-Face,14,9,0,0,0,0,23,0,0,6,5,3,3,4,2,0,0,0,0,0,Spring 2020,6,ASTR  K,1010,Undergraduate,0.52,2019-2020,Face-to-Face,Undergraduate
2019,Fall,85019,"Cossar, John",FLME 1010,2.23,30,T,Face-to-Face,6,13,1,2,8,0,30,33.3,0,0,6,0,0,13,0,0,1,0,2,8,Fall 2019,5,FLME ,1010,Undergraduate,2020,Spring,20315,3.48,25,T,Face-to-Face,14,9,2,0,0,0,25,0,0,0,14,0,0,9,0,0,2,0,0,0,Spring 2020,6,FLME ,1010,Undergraduate,1.25,2019-2020,Face-to-Face,Undergraduate
2019,Fall,85020,"Darvishzadeh, Navid",FLME 2700,3.72,94,T,Face-to-Face,65,20,5,1,1,0,92,3.2,1,42,16,7,5,8,7,3,2,0,1,1,Fall 2019,5,FLME ,2700,Undergraduate,2020,Spring,19178,3.61,89,T,Face-to-Face,62,11,7,2,3,0,85,7.9,2,31,26,5,4,4,3,5,2,0,2,3,Spring 2020,6,FLME ,2700,Undergraduate,-0.11000000000000032,2019-2020,Face-to-Face,Undergraduate
2019,Fall,85023,"Darvishzadeh, Navid",FLME 2700,3.64,40,T,Face-to-Face,24,8,3,1,0,0,36,7.5,2,13,9,2,2,5,1,2,1,0,1,0,Fall 2019,5,FLME ,2700,Undergraduate,2020,Spring,19178,3.61,89,T,Face-to-Face,62,11,7,2,3,0,85,7.9,2,31,26,5,4,4,3,5,2,0,2,3,Spring 2020,6,FLME ,2700,Undergraduate,-0.03000000000000025,2019-2020,Face-to-Face,Undergraduate
2019,Fall,85031,"Hudson, Jazmine",FLME 2700,4.04,24,T,Face-to-Face,23,1,0,0,0,0,24,0,0,9,12,2,0,1,0,0,0,0,0,0,Fall 2019,5,FLME ,2700,Undergraduate,2020,Spring,19644,3.67,119,T,Face-to-Face,91,16,3,4,1,0,115,6.7,1,7,73,11,6,10,0,0,2,1,4,1,Spring 2020,6,FLME ,2700,Undergraduate,-0.3700000000000001,2019-2020,Face-to-Face,Undergraduate
2019,Fall,85033,"Dannar, Anthony",FLME 2700,3.09,120,T,Face-to-Face,45,47,17,3,3,0,115,8.3,1,1,17,27,18,22,7,8,6,3,3,3,Fall 2019,5,FLME ,2700,Undergraduate,2020,Spring,19182,3.5,59,T,Face-to-Face,33,22,2,1,0,0,58,3.4,0,0,33,0,0,22,0,0,2,0,1,0,Spring 2020,6,FLME ,2700,Undergraduate,0.41000000000000014,2019-2020,Face-to-Face,Undergraduate
2019,Fall,85033,"Dannar, Anthony",FLME 2700,3.09,120,T,Face-to-Face,45,47,17,3,3,0,115,8.3,1,1,17,27,18,22,7,8,6,3,3,3,Fall 2019,5,FLME ,2700,Undergraduate,2020,Spring,20275,3.93,15,T,Face-to-Face,14,1,0,0,0,0,15,0,0,0,14,0,0,1,0,0,0,0,0,0,Spring 2020,6,FLME ,2700,Undergraduate,0.8400000000000003,2019-2020,Face-to-Face,Undergraduate
2019,Fall,85037,"Pearlman, Susan",FLME 2700,3.68,40,T,Face-to-Face,26,8,4,0,0,0,38,5,0,9,15,2,4,2,2,3,1,0,0,0,Fall 2019,5,FLME ,2700,Undergraduate,2020,Spring,19181,3.77,119,T,Face-to-Face,90,17,3,0,3,0,113,7.6,0,34,47,9,9,6,2,1,0,2,0,3,Spring 2020,6,FLME ,2700,Undergraduate,0.08999999999999986,2019-2020,Face-to-Face,Undergraduate
2019,Fall,85038,"Pearlman, Susan",FLME 2700,3.33,74,T,Face-to-Face,40,20,9,1,3,0,73,6.8,0,12,16,12,16,1,3,1,8,0,1,3,Fall 2019,5,FLME ,2700,Undergraduate,2020,Spring,19181,3.77,119,T,Face-to-Face,90,17,3,0,3,0,113,7.6,0,34,47,9,9,6,2,1,0,2,0,3,Spring 2020,6,FLME ,2700,Undergraduate,0.43999999999999995,2019-2020,Face-to-Face,Undergraduate
2019,Fall,85041,"Jones, Lampra",ASL 1001,3.61,20,T,Face-to-Face,11,7,0,0,0,0,18,10,0,0,11,0,0,7,0,0,0,0,0,0,Fall 2019,5,ASL ,1001,Undergraduate,2020,Spring,14850,3.65,20,T,Face-to-Face,12,4,1,0,0,0,17,15,0,0,12,0,0,4,0,0,1,0,0,0,Spring 2020,6,ASL ,1001,Undergraduate,0.040000000000000036,2019-2020,Face-to-Face,Undergraduate
2019,Fall,85041,"Jones, Lampra",ASL 1001,3.61,20,T,Face-to-Face,11,7,0,0,0,0,18,10,0,0,11,0,0,7,0,0,0,0,0,0,Fall 2019,5,ASL ,1001,Undergraduate,2020,Spring,14851,3.73,20,T,Face-to-Face,12,2,1,0,0,0,15,20,1,0,12,0,0,2,0,0,1,0,0,0,Spring 2020,6,ASL ,1001,Undergraduate,0.1200000000000001,2019-2020,Face-to-Face,Undergraduate
2019,Fall,85042,"Merriweather, Kristi",ASL 1001,2.89,20,T,Face-to-Face,6,6,4,2,0,0,18,20,0,0,6,0,0,6,0,0,4,0,2,0,Fall 2019,5,ASL ,1001,Undergraduate,2020,Spring,19095,4,20,T,Face-to-Face,18,0,0,1,0,0,19,10,0,11,6,1,0,0,0,0,0,0,1,0,Spring 2020,6,ASL ,1001,Undergraduate,1.1099999999999999,2019-2020,Face-to-Face,Undergraduate
2019,Fall,85043,"Shackleford, Julie",ASL 1001,3.22,20,T,Face-to-Face,12,2,2,0,2,0,18,20,0,0,12,0,0,2,0,0,2,0,0,2,Fall 2019,5,ASL ,1001,Undergraduate,2020,Spring,14854,3.5,21,T,Face-to-Face,10,4,2,0,0,0,16,14.3,2,0,10,0,0,4,0,0,2,0,0,0,Spring 2020,6,ASL ,1001,Undergraduate,0.2799999999999998,2019-2020,Face-to-Face,Undergraduate
2019,Fall,85043,"Shackleford, Julie",ASL 1001,3.22,20,T,Face-to-Face,12,2,2,0,2,0,18,20,0,0,12,0,0,2,0,0,2,0,0,2,Fall 2019,5,ASL ,1001,Undergraduate,2020,Spring,17299,3.47,20,T,Face-to-Face,10,3,1,1,0,0,15,30,0,0,10,0,0,3,0,0,1,0,1,0,Spring 2020,6,ASL ,1001,Undergraduate,0.25,2019-2020,Face-to-Face,Undergraduate
2019,Fall,85046,"Reid, Susan",FLME 4000,3.67,12,T,Face-to-Face,10,1,1,0,0,0,12,0,0,0,8,2,0,1,0,0,0,1,0,0,Fall 2019,5,FLME ,4000,Undergraduate,2020,Spring,14849,4,12,T,Face-to-Face,11,1,0,0,0,0,12,0,0,4,6,1,0,1,0,0,0,0,0,0,Spring 2020,6,FLME ,4000,Undergraduate,0.33000000000000007,2019-2020,Face-to-Face,Undergraduate
2019,Fall,85049,"Land, Robert",FLME 4120,3.57,15,T,Face-to-Face,9,2,3,0,0,0,14,0,1,5,3,1,1,0,1,2,0,1,0,0,Fall 2019,5,FLME ,4120,Undergraduate,2020,Spring,14872,4.17,12,T,Face-to-Face,12,0,0,0,0,0,12,0,0,8,3,1,0,0,0,0,0,0,0,0,Spring 2020,6,FLME ,4120,Undergraduate,0.6000000000000001,2019-2020,Face-to-Face,Undergraduate
2019,Fall,85049,"Land, Robert",FLME 4120,3.57,15,T,Face-to-Face,9,2,3,0,0,0,14,0,1,5,3,1,1,0,1,2,0,1,0,0,Fall 2019,5,FLME ,4120,Undergraduate,2020,Spring,14873,3.83,6,T,Face-to-Face,5,1,0,0,0,0,6,0,0,2,1,2,1,0,0,0,0,0,0,0,Spring 2020,6,FLME ,4120,Undergraduate,0.26000000000000023,2019-2020,Face-to-Face,Undergraduate
2019,Fall,85049,"Land, Robert",FLME 4120,3.57,15,T,Face-to-Face,9,2,3,0,0,0,14,0,1,5,3,1,1,0,1,2,0,1,0,0,Fall 2019,5,FLME ,4120,Undergraduate,2020,Spring,22865,3.92,12,T,Face-to-Face,11,1,0,0,0,0,12,0,0,3,4,4,0,1,0,0,0,0,0,0,Spring 2020,6,FLME ,4120,Undergraduate,0.3500000000000001,2019-2020,Face-to-Face,Undergraduate
2019,Fall,85049,"Land, Robert",FLME 4120,3.57,15,T,Face-to-Face,9,2,3,0,0,0,14,0,1,5,3,1,1,0,1,2,0,1,0,0,Fall 2019,5,FLME ,4120,Undergraduate,2020,Spring,23185,3.8,18,T,Face-to-Face,11,4,0,0,0,0,15,11.1,1,5,4,2,1,3,0,0,0,0,0,0,Spring 2020,6,FLME ,4120,Undergraduate,0.22999999999999998,2019-2020,Face-to-Face,Undergraduate
2019,Fall,85051,"Land, Robert",FLME 4120,4,14,T,Face-to-Face,13,1,0,0,0,0,14,0,0,5,7,1,0,1,0,0,0,0,0,0,Fall 2019,5,FLME ,4120,Undergraduate,2020,Spring,14872,4.17,12,T,Face-to-Face,12,0,0,0,0,0,12,0,0,8,3,1,0,0,0,0,0,0,0,0,Spring 2020,6,FLME ,4120,Undergraduate,0.16999999999999993,2019-2020,Face-to-Face,Undergraduate
2019,Fall,85051,"Land, Robert",FLME 4120,4,14,T,Face-to-Face,13,1,0,0,0,0,14,0,0,5,7,1,0,1,0,0,0,0,0,0,Fall 2019,5,FLME ,4120,Undergraduate,2020,Spring,14873,3.83,6,T,Face-to-Face,5,1,0,0,0,0,6,0,0,2,1,2,1,0,0,0,0,0,0,0,Spring 2020,6,FLME ,4120,Undergraduate,-0.16999999999999993,2019-2020,Face-to-Face,Undergraduate
2019,Fall,85051,"Land, Robert",FLME 4120,4,14,T,Face-to-Face,13,1,0,0,0,0,14,0,0,5,7,1,0,1,0,0,0,0,0,0,Fall 2019,5,FLME ,4120,Undergraduate,2020,Spring,22865,3.92,12,T,Face-to-Face,11,1,0,0,0,0,12,0,0,3,4,4,0,1,0,0,0,0,0,0,Spring 2020,6,FLME ,4120,Undergraduate,-0.08000000000000007,2019-2020,Face-to-Face,Undergraduate
2019,Fall,85051,"Land, Robert",FLME 4120,4,14,T,Face-to-Face,13,1,0,0,0,0,14,0,0,5,7,1,0,1,0,0,0,0,0,0,Fall 2019,5,FLME ,4120,Undergraduate,2020,Spring,23185,3.8,18,T,Face-to-Face,11,4,0,0,0,0,15,11.1,1,5,4,2,1,3,0,0,0,0,0,0,Spring 2020,6,FLME ,4120,Undergraduate,-0.20000000000000018,2019-2020,Face-to-Face,Undergraduate
2019,Fall,85053,"Land, Robert",FLME 4120,3.9,12,T,Face-to-Face,9,1,0,0,0,0,10,16.7,0,3,3,3,1,0,0,0,0,0,0,0,Fall 2019,5,FLME ,4120,Undergraduate,2020,Spring,14872,4.17,12,T,Face-to-Face,12,0,0,0,0,0,12,0,0,8,3,1,0,0,0,0,0,0,0,0,Spring 2020,6,FLME ,4120,Undergraduate,0.27,2019-2020,Face-to-Face,Undergraduate
2019,Fall,85053,"Land, Robert",FLME 4120,3.9,12,T,Face-to-Face,9,1,0,0,0,0,10,16.7,0,3,3,3,1,0,0,0,0,0,0,0,Fall 2019,5,FLME ,4120,Undergraduate,2020,Spring,14873,3.83,6,T,Face-to-Face,5,1,0,0,0,0,6,0,0,2,1,2,1,0,0,0,0,0,0,0,Spring 2020,6,FLME ,4120,Undergraduate,-0.06999999999999984,2019-2020,Face-to-Face,Undergraduate
2019,Fall,85053,"Land, Robert",FLME 4120,3.9,12,T,Face-to-Face,9,1,0,0,0,0,10,16.7,0,3,3,3,1,0,0,0,0,0,0,0,Fall 2019,5,FLME ,4120,Undergraduate,2020,Spring,22865,3.92,12,T,Face-to-Face,11,1,0,0,0,0,12,0,0,3,4,4,0,1,0,0,0,0,0,0,Spring 2020,6,FLME ,4120,Undergraduate,0.020000000000000018,2019-2020,Face-to-Face,Undergraduate
